id,name,year_birth,year_death,dinasty
46308,John  Kennedy,1771.0,1859.0,Kennedy
46309,Robert  Kennedy,1773.0,1843.0,Kennedy
46310,Margaret  Kennedy,1800.0,1889.0,Kennedy
46311,Barbara  Kemp,1720.0,1797.0,Kemp
46312,Anthony  Kemp,,,Kemp
46313,Anthony James Radcliffe,1757.0,1814.0,Radcliffe
46314,Anne  Radcliffe,1758.0,1785.0,Radcliffe
46315,Anne  Webb,1763.0,1861.0,Webb
46316,Joseph  Webb,,,Webb
46317,Thomas  Webb,,,Webb
46318,Maria Nicoletto Giuseppa Grillo,,,Grillo
46319,Dominico  Grillo,,,Grillo
46320,Maria Cecilia Agatha Anna Giustiniani,1796.0,1877.0,Giustiniani
46321,Charles  Bandini,,1850.0,Bandini
46322,Charles  Giustiniani-Bandini,1860.0,1861.0,Giustiniani-Bandini
46323,Nicoletta  Bandini,,1836.0,Bandini
46324,Elizabeth  Bandini,,,Bandini
46325,Cristina  Bandini,,1865.0,Bandini
46326,Maria  Bandini,,,Bandini
46327,Charles  Giustiniani-Bandini,1862.0,1941.0,Giustiniani-Bandini
46328,Nicoletta Maria Giustiniani-Bandini,,1855.0,Giustiniani-Bandini
46329,Carolina Maria Giustiniani-Bandini,1851.0,1918.0,Giustiniani-Bandini
46330,Elena Maria Concetta Giustiniani-Bandini,1853.0,1950.0,Giustiniani-Bandini
46331,Nicoletta Maria Giustiniani-Bandini,1863.0,1936.0,Giustiniani-Bandini
46332,Maria Christina Giustiniani-Bandini,1866.0,,Giustiniani-Bandini
46333,Maria Cecilia Giustiniani-Bandini,1871.0,1952.0,Giustiniani-Bandini
46334,Anna Maria Giustiniani-Bandini,1874.0,1874.0,Giustiniani-Bandini
46335,Maria Lanza di Trabia,1866.0,1949.0,Trabia
46336,Sigismondo Maria Giustiniani-Bandini,1886.0,1918.0,Giustiniani-Bandini
46337,Giusseppe Maria Giustiniani-Bandini,1896.0,1916.0,Giustiniani-Bandini
46338,Lorenzo Maria Giustiniani-Bandini,1898.0,,Giustiniani-Bandini
46339,Maria Sophia Giustiniani-Bandini,1889.0,1977.0,Giustiniani-Bandini
46340,Manfredi Gravina di Ramacca,,1932.0,Ramacca
46341,Camillo  Rospigliosi,,1915.0,Rospigliosi
46342,Giambattista Pia Sigismondo Rospigliosi,1877.0,1956.0,Rospigliosi
46343,Tomasso Clemente Francesco Rospigliosi,1879.0,,Rospigliosi
46344,Francesco Luigi Ginseppe Rospigliosi,1880.0,1943.0,Rospigliosi
46345,Ludovico Guardino Carlo Rospigliosi,1881.0,1917.0,Rospigliosi
46346,Fernadino Carlo Nicola Rospigliosi,1883.0,,Rospigliosi
46347,Clemente Giambattista Rospigliosi,1893.0,,Rospigliosi
46348,Ottavia Maria Francesca Rospigliosi,1878.0,,Rospigliosi
46349,Maria Camilla Giulia Rospigliosi,1886.0,,Rospigliosi
46350,Maria Maddalena Clementina Rospigliosi,1889.0,,Rospigliosi
46351,Carolina  Rospigliosi,1891.0,,Rospigliosi
46352,Ethel Julia Bronson,,1924.0,Bronson
46353,Isaac  Bronson,,,Bronson
46354,Giullo Cesare Taddeo Cosimo Rospigliosi,1907.0,1986.0,Rospigliosi
46355,Elena Maria Alice Rospigliosi,1904.0,,Rospigliosi
46356,Margherita Maria Francesca Rospigliosi,1909.0,,Rospigliosi
46357,Giovanna Ethel Rospigliosi,1911.0,,Rospigliosi
46358,Flaminia  Odescalchi,,1948.0,Odescalchi
46359,Baldessare  Odescalchi,,,Odescalchi
46360,Giulia Visconti di Mondrone,,,Mondrone
46361,Filippo Giambattista Rospigliosi,1942.0,,Rospigliosi
46362,Francesco  Rospigliosi,1947.0,,Rospigliosi
46363,Luisa  Dominioni,,,Dominioni
46364,Annibale Caccia Dominioni,,,Dominioni
46365,Benedetta Francesca Maria Rospigliosi,1974.0,,Rospigliosi
46366,Anne  Bowes,,,Bowes
46367,Elizabeth  Bowes,,,Bowes
46368,Jane  Bowes,,,Bowes
46369,Margaret  Bowes,,,Bowes
46370,Dorothy  Mallory,,,Mallory
46371,William  Mallory,,,Mallory
46372,William  Bowes,,,Bowes
46373,Robert  Bowes,,1610.0,Bowes
46374,George  Bowes,,,Bowes
46375,Elizabeth  Bowes,,,Bowes
46376,Agnes  Bowes,,,Bowes
46377,Talbot  Bowes,,1637.0,Bowes
46378,Richard  Bowes,,,Bowes
46379,Elizabeth  Aske,,,Aske
46380,Roger  Aske,,,Aske
46381,Robert  Bowes,,,Bowes
46382,Margery  Bowes,,,Bowes
46383,George  Bowes,,,Bowes
46384,Muriel  Eure,,,Eure
46385,Elizabeth  Bowes,,,Bowes
46386,Anne  Bowes,,,Bowes
46387,Dorothy  Bowes,,,Bowes
46388,Ralph  Bowes,,,Bowes
46389,Margery  Conyers,,,Conyers
46390,Richard  Conyers,,,Conyers
46391,Robert  Bowes,,,Bowes
46392,Richard  Bowes,,,Bowes
46393,Dorothy  Metcalfe,,,Metcalfe
46394,James  Metcalfe,,,Metcalfe
46395,William  Bowes,,1474.0,Bowes
46396,_____  Booth,,,Booth
46397,William  Bowes,,,Bowes
46398,Maud  FitzHugh,,,FitzHugh
46399,William  Bowes,,,Bowes
46400,Joan  Greystoke,,,Greystoke
46401,Ralph  Greystoke,,,Greystoke
46402,Robert  Bowes,,1421.0,Bowes
46403,Jane  Conyers,,,Conyers
46404,Robert  Conyers,,,Conyers
46405,William  Bowes,,,Bowes
46406,Maud  de Dalden,,,Dalden
46407,Robert  de Dalden,,,Dalden
46408,Adam  Bowes,,,Bowes
46409,Alice  Trayne,,,Trayne
46410,John  Trayne,,,Trayne
46411,_____  Bowes,,,Bowes
46412,George  Leslie,,,Leslie
46413,Janet  Leslie,,,Leslie
46414,John  Ruthven,,,Ruthven
46415,Walter  Dundas,,,Dundas
46416,Hugh  Lovat,,,Lovat
46417,James  Frendraught,,,Frendraught
46418,Janet  Frendraught,,,Frendraught
46419,William  Cranstoun,,,Cranstoun
46420,Elizabeth  Sinclair,,,Sinclair
46421,Robert  Sinclair,,,Sinclair
46422,Anna  Leslie,,1674.0,Leslie
46423,Barbara  Dundas,,1719.0,Dundas
46424,Walter  Dundas,,,Dundas
46425,John  Melville,,1643.0,Melville
46426,Anne  Erskine,,,Erskine
46427,George  Erskine,,,Erskine
46428,Isobel  Brown,,,Brown
46429,Patrick  Murray,,,Murray
46430,Robert  Bruce,,,Bruce
46431,William  Murray,,,Murray
46432,Elizabeth  Mitton,,,Mitton
46433,Edward  Mitton,,,Mitton
46434,_____  Warren,,,Warren
46435,Lionel  Tollemache,1730.0,,Tollemache
46436,_____  Tollemache,,1740.0,Tollemache
46437,Charlotte  Walpole,1738.0,1789.0,Walpole
46438,Magdalena  Lewis,,1823.0,Lewis
46439,David  Lewis,,,Lewis
46440,Mary  Greswolde,,,Greswolde
46441,Marshall  Greswolde,,,Greswolde
46442,Anna Maria Lewis,1745.0,1804.0,Lewis
46443,William  Manners,,,Manners
46444,Corbetta  Smith,,,Smith
46445,John Delap Halliday,,,Halliday
46446,John Richard Delap Halliday Tollemache,,,Tollemache
46447,_____  Grey,,,Grey
46448,Louisa  Talmash,,,Talmash
46449,Cecilia Florence Burnaby,,,Burnaby
46450,Edwyn  Burnaby,,,Burnaby
46451,John  Kennedy,,,Kennedy
46452,Elizabeth  Hutchinson,1672.0,1733.0,Hutchinson
46453,Charles  Hutchinson,,1695.0,Hutchinson
46454,Isabella  Boteler,,1728.0,Boteler
46455,Francis  Boteler,,,Boteler
46456,William  Hamilton,1696.0,1741.0,Hamilton
46457,Anthony  Sawyer,,,Sawyer
46458,Mary  Dunbar,1674.0,1760.0,Dunbar
46459,David  Dunbar,,,Dunbar
46460,Basil  Hamilton,,,Hamilton
46461,Isabella  MacKenzie,,1725.0,MacKenzie
46462,Kenneth  MacKenzie,1661.0,1700.0,MacKenzie
46463,Alexander  MacKenzie,,,MacKenzie
46464,Dunbar Hamilton Douglas,1722.0,1799.0,Douglas
46465,Sholto Basil Douglas,1759.0,1760.0,Douglas
46466,Basil William Douglas,1763.0,1794.0,Douglas
46467,John  Douglas,1765.0,1797.0,Douglas
46468,Dunbar  Douglas,1766.0,1796.0,Douglas
46469,Alexander  Douglas,1767.0,1794.0,Douglas
46470,David  Douglas,1769.0,1770.0,Douglas
46471,Thomas  Douglas,1771.0,1820.0,Douglas
46472,Joan  Wedderburn-Colvile,,1871.0,Wedderburn-Colvile
46473,James  Wedderburn-Colvile,,,Wedderburn-Colvile
46474,Isabella  Blackburn,,,Blackburn
46475,Andrew  Blackburn,,,Blackburn
46476,Louisa  Wedderburn-Colvile,,,Wedderburn-Colvile
46477,Dunbar  Douglas,1809.0,1885.0,Douglas
46478,Isabella Helen Douglas,,1893.0,Douglas
46479,Cicely Louisa Grey-Egerton,,1920.0,Grey-Egerton
46480,Philip de Malpas Grey-Egerton,,,Grey-Egerton
46481,Anne Elizabeth Legh,,,Legh
46482,George John Legh,,,Legh
46483,John  Hope,,,Hope
46484,Charles  Hope,,,Hope
46485,John  Hope,1843.0,,Hope
46486,Margaret  Cheer,,,Cheer
46487,Mary  Jervis,,1828.0,Jervis
46488,Brownie Elizabeth Grimason,,,Grimason
46489,Scott  Grimason,,,Grimason
46490,Carl L Heiman,,,Heiman
46491,David Lorne Dundas Reid,,,Reid
46492,Alexander Robert Macrae Carnegie,1980.0,,Carnegie
46493,John  Carnegie,,,Carnegie
46494,Margaret of Lunan,,,Lunan
46495,Guthrie of Lunan,,,Lunan
46496,John  Carnegie,,1595.0,Carnegie
46497,Robert  Carnegie,,1597.0,Carnegie
46498,James  Carnegie,,,Carnegie
46499,Hercules  Carnegie,,,Carnegie
46500,William  Carnegie,,,Carnegie
46501,George  Carnegie,1580.0,,Carnegie
46502,Helen  Carnegie,,,Carnegie
46503,Elizabeth  Carnegie,,,Carnegie
46504,Catherine  Carnegie,,,Carnegie
46505,Isabel  Carnegie,,,Carnegie
46506,Jean  Carnegie,,,Carnegie
46507,Mary  Carnegie,,,Carnegie
46508,Christian  Carnegie,,,Carnegie
46509,Margaret  Carnegie,,,Carnegie
46510,Elizabeth  Ramsay,,,Ramsay
46511,Henry  Ramsay,,,Ramsay
46512,Elizabeth  Carnegie,,,Carnegie
46513,Margaret  Carnegie,,1589.0,Carnegie
46514,Robert  Carnegie,,1632.0,Carnegie
46515,Alexander  Carnegie,,,Carnegie
46516,Jean  Carnegie,,,Carnegie
46517,Katherine  Carnegie,,,Carnegie
46518,Agnes  Carnegie,,,Carnegie
46519,Eupheme  Carnegie,,,Carnegie
46520,James  Scrymgeour,,1612.0,Scrymgeour
46521,John  Scrymgeour,1570.0,1642.0,Scrymgeour
46522,Margaret  Seton,,,Seton
46523,James  Scrymgeour,,1664.0,Scrymgeour
46524,Alexander Blair Cochrane,,1641.0,Cochrane
46525,Elizabeth  Cochrane,,,Cochrane
46526,John  Blair,,,Blair
46527,Grizel  Semple,,,Semple
46528,William  Cochrane,,1603.0,Cochrane
46529,Elizabeth  Montgomerie,,1594.0,Montgomerie
46530,Robert  Montgomerie,,,Montgomerie
46531,Dorothy  Cochrane,,1601.0,Cochrane
46532,Margaret  Cochrane,,1601.0,Cochrane
46533,Juliana (Egidia) Campbell,,,Campbell
46534,Colin  Campbell,1577.0,1640.0,Campbell
46535,Robert  Campbell,1575.0,1657.0,Campbell
46536,Isabel  Macintosh,,,Macintosh
46537,Lachlan  Macintosh,,,Macintosh
46538,Duncan  Campbell,,1631.0,Campbell
46539,Margaret  Steuart,,,Steuart
46540,Janet  Stewart,,,Stewart
46541,Patrick  Campbell,,,Campbell
46542,Margaret  Robertson,,,Robertson
46543,Robert  Robertson,,,Robertson
46544,John  Campbell,,1510.0,Campbell
46545,Margaret  Campbell,,,Campbell
46546,Margaret  Stirling,,,Stirling
46547,Luke  Stirling,,,Stirling
46548,John  Campbell,,1513.0,Campbell
46549,George  Campbell,,,Campbell
46550,Mariot  Campbell,,,Campbell
46551,Helen  Campbell,,,Campbell
46552,Colin  Campbell,,1610.0,Campbell
46553,Margaret  Douglas,,,Douglas
46554,Margaret  Moncrieff,,1554.0,Moncrieff
46555,John  Moncrieff,,,Moncrieff
46556,William  Menteith,,,Menteith
46557,Colin  Campbell,,1523.0,Campbell
46558,Archibald  Campbell,,1552.0,Campbell
46559,Patrick  Campbell,,1507.0,Campbell
46560,Elizabeth  Campbell,,,Campbell
46561,John  Campbell,,,Campbell
46562,Anabella  Campbell,,,Campbell
46563,Marjory  Stewart,,1524.0,Stewart
46564,Duncan  Campbell,,1536.0,Campbell
46565,Elizabeth  Colquhoun,,,Colquhoun
46566,John  Maxwell,,,Maxwell
46567,Patrick  Fleming,,,Fleming
46568,Margaret  Campbell,,,Campbell
46569,John  Campbell,,1550.0,Campbell
46570,Mariot  Edmonstone,,,Edmonstone
46571,_____  Edmonstone,,,Edmonstone
46572,William  Edmonstone,,,Edmonstone
46573,Cristian  Campbell,,1591.0,Campbell
46574,Mariot  Campbell,,,Campbell
46575,Jean  Stewart,,1503.0,Stewart
46576,Margaret  Campbell,,1610.0,Campbell
46577,Anna  Campbell,,1589.0,Campbell
46578,Elizabeth  Sinclair,,1654.0,Sinclair
46579,John  Campbell,,1618.0,Campbell
46580,Archibald  Campbell,,1640.0,Campbell
46581,Margaret  Campbell,,1598.0,Campbell
46582,Jean  Campbell,,1622.0,Campbell
46583,David  Seton,,,Seton
46584,Henry  Bruce,,,Bruce
46585,Captain  Scrymgeour,,1661.0,Scrymgeour
46586,Robert  Scrymgeour,,,Scrymgeour
46587,Anne  Withypool,,,Withypool
46588,Edmund  Withypool,,,Withypool
46589,John  Livingston,,,Livingston
46590,Jane  Sproxtoune,,1665.0,Sproxtoune
46591,Richard  Sproxtoun,,,Sproxtoun
46592,Anne  Browne,,,Browne
46593,Henry  Browne,,,Browne
46594,Mary  White,,,White
46595,John  White,,,White
46596,Mary  Skinner,,,Skinner
46597,Charles  Leslie,,1870.0,Leslie
46598,Giuseppe  di Trabia,,,Trabia
46599,Teresa  Boncompagni-Ludovisi,1889.0,1969.0,Boncompagni-Ludovisi
46600,Ugo  Boncompagni-Ludovisi,,,Boncompagni-Ludovisi
46601,Francesco Ambr\x95 de Adam\xA2cz,,,Adam\xA2cz
46602,Carlo Visconti di Modrone,,,Modrone
46603,Duncan  Campbell,,1630.0,Campbell
46604,Colin  Campbell,,1668.0,Campbell
46605,Robert  Campbell,,,Campbell
46606,William  Campbell,1621.0,1648.0,Campbell
46607,Alexander  Campbell,,,Campbell
46608,Duncan  Campbell,,,Campbell
46609,Margaret  Menzies,,1681.0,Menzies
46610,Alexander  Menzies,,,Menzies
46611,Robert  Campbell,1660.0,1704.0,Campbell
46612,Janet  Campbell,,,Campbell
46613,Robert  Campbell,,,Campbell
46614,Helen  Campbell,,,Campbell
46615,Colin  Campbell,1704.0,1772.0,Campbell
46616,Elizabeth  Campbell,,,Campbell
46617,Alfred  Campbell,,,Campbell
46618,Colin  Campbell,1763.0,1792.0,Campbell
46619,Jane  Campbell,1758.0,1769.0,Campbell
46620,Elizabeth  Campbell,1760.0,1774.0,Campbell
46621,Jean  Campbell,,,Campbell
46622,Colin  Campbell,,,Campbell
46623,Robert  Campbell,1647.0,,Campbell
46624,James  Campbell,,,Campbell
46625,Susanna  Menzies,,,Menzies
46626,James  Menzies,,,Menzies
46627,Colin  Campbell,1680.0,1737.0,Campbell
46628,Archibald  Campbell,,,Campbell
46629,William  Campbell,,1784.0,Campbell
46630,Duncan  Campbell,,,Campbell
46631,Susanna  Campbell,,,Campbell
46632,Agnes  Campbell,,,Campbell
46633,Robert  Campbell,,,Campbell
46634,Robert  Campbell,1713.0,,Campbell
46635,James  Campbell,1714.0,1751.0,Campbell
46636,William  Campbell,1715.0,1791.0,Campbell
46637,Robert  Campbell,1726.0,1782.0,Campbell
46638,Alexander  Campbell,1730.0,,Campbell
46639,Effie  McNicol,,,McNicol
46640,Christian  Campbell,1741.0,,Campbell
46641,Susanna  Campbell,,1793.0,Campbell
46642,Duncan  Campbell,,,Campbell
46643,Colin  Campbell,1749.0,1806.0,Campbell
46644,James  Campbell,1754.0,1806.0,Campbell
46645,John  Campbell,1763.0,1823.0,Campbell
46646,Alexander  Campbell,1767.0,1808.0,Campbell
46647,Elizabeth Mary Blanchard,,1827.0,Blanchard
46648,Christoper  Ludlow,,,Ludlow
46649,William John Lamb Campbell,,1850.0,Campbell
46650,John  Campbell,,,Campbell
46651,Breadalbane Gavin Campbell,1796.0,1803.0,Campbell
46652,Elizabeth Marbrough Campbell,1785.0,,Campbell
46653,Susanna Sophia Campbell,,,Campbell
46654,Colin Maria Nairne Campbell,,1862.0,Campbell
46655,Rosanna  Doughty,,1852.0,Doughty
46656,John  Doughty,,,Doughty
46657,John Alexander Gavin Campbell,1824.0,1871.0,Campbell
46658,Mary Theresa Edwards,,1870.0,Edwards
46659,John F Edwards,,,Edwards
46660,Gavin  Campbell,1851.0,1922.0,Campbell
46661,Ivan  Campbell,1859.0,1917.0,Campbell
46662,Norman  Campbell,1866.0,1866.0,Campbell
46663,Eva  Campbell,,1945.0,Campbell
46664,Margaret Elizabeth Diana Agar,1863.0,1941.0,Agar
46665,James Charles Herbert Welbore Agar,1818.0,1896.0,Agar
46666,Caroline Susan Augusta Barrington,,1915.0,Barrington
46667,Charles George Welbore Ellis Agar,1858.0,1894.0,Agar
46668,Sidney James Agar,1865.0,1933.0,Agar
46669,Henry Augustus Bernard Agar,1870.0,1885.0,Agar
46670,Francis William Arthur Agar,1873.0,1936.0,Agar
46671,Caroline Elizabeth Agar,,1894.0,Agar
46672,Mary Beatrice Agar,1859.0,1943.0,Agar
46673,Mary Adelaide Agar,1869.0,1921.0,Agar
46674,Iain Edward Herbert Campbell,1885.0,1923.0,Campbell
46675,Janet  Butter,,,Butter
46676,William  Butter,,,Butter
46677,Charles William Campbell,1789.0,1861.0,Campbell
46678,George Andrew Campbell,1791.0,1852.0,Campbell
46679,Charlotte Olympia Cockburn Campbell,,1880.0,Campbell
46680,John  Campbell,,,Campbell
46681,Charles William Campbell,1836.0,1894.0,Campbell
46682,John Erskine Campbell,,1889.0,Campbell
46683,Colin George Lorne Campbell,1848.0,1890.0,Campbell
46684,Gwynnedd  Brinckman,,1948.0,Brinckman
46685,William Edward Brinckman,,,Brinckman
46686,Walter D Williams,,,Williams
46687,Charles William Campbell,1889.0,1959.0,Campbell
46688,Colina Elwy Campbell,,,Campbell
46689,Mary Gwnnedd Campbell,,,Campbell
46690,Margaret Alice Campbell,,,Campbell
46691,Armorer Romer Williams,,1987.0,Williams
46692,Romer  Williams,,,Williams
46693,Eric  Nicholson,,,Nicholson
46694,John Romer Boreland Campbell,1919.0,1995.0,Campbell
46695,Coralie  Archer,,,Archer
46696,Charles  Archer,,,Archer
46697,Alexander Edward Murray,1871.0,1962.0,Murray
46698,Muriel  Murray,,1946.0,Murray
46699,Grace  Murray,1873.0,,Murray
46700,Victoria Alexandrina Murray,1877.0,1925.0,Murray
46701,Mildred  Murray,1878.0,,Murray
46702,Lucinda Dorothea Kemble,1878.0,1966.0,Kemble
46703,Horace William Kemble,,,Kemble
46704,Edward David Murray,1908.0,1940.0,Murray
46705,Marjorie Hilda Murray,1904.0,,Murray
46706,(Mary) Elizabeth Murray,1913.0,,Murray
46707,Pamela Kate Hermon-Hodge,1908.0,,Hermon-Hodge
46708,Roland Hermon Hermon-Hodge,1880.0,1942.0,Hermon-Hodge
46709,Dorothy  Fleming,,,Fleming
46710,Robert  Fleming,,,Fleming
46711,Hermon Robert Fleming Hermon-Hodge,1915.0,,Hermon-Hodge
46712,Lorna Frances Hermon-Hodge,1911.0,,Hermon-Hodge
46713,Dorothy Charmian Hermon-Hodge,1913.0,,Hermon-Hodge
46714,Valentine Kathleen Hermon-Hodge,1918.0,,Hermon-Hodge
46715,Follett Watson Bell,,,Bell
46716,John Alexander Murray,1939.0,1980.0,Murray
46717,Anne Augusta Wallace,,,Wallace
46718,Thomas Clouston Wallace,,,Wallace
46719,Kate Rodel Murray,1969.0,,Murray
46720,Rebecca Moulin Murray,1970.0,,Murray
46721,James  Murray,1683.0,1704.0,Murray
46722,John  Murray,1685.0,1752.0,Murray
46723,Robert  Murray,1689.0,1783.0,Murray
46724,William  Murray,1695.0,1756.0,Murray
46725,Thomas  Murray,1698.0,1764.0,Murray
46726,Catherine  Murray,,,Murray
46727,Margaret  Graham,,,Graham
46728,Patrick  Graham,,,Graham
46729,William  Murray,1734.0,1786.0,Murray
46730,Elizabeth  Murray,,,Murray
46731,Alexander  Murray,1764.0,1842.0,Murray
46732,Leveson Grenville Keith Murray,1770.0,1835.0,Murray
46733,Catherine  Murray,,1783.0,Murray
46734,Deborah  Hunt,,1870.0,Hunt
46735,Robert  Hunt,,,Hunt
46736,Augustus Charles Murray,1815.0,1902.0,Murray
46737,Virginius  Murray,1817.0,1861.0,Murray
46738,Alexander Henry Murray,1829.0,1885.0,Murray
46739,Augusta  Murray,,1877.0,Murray
46740,Susan Emma Murray,,1921.0,Murray
46741,Elizabeth Alicia Poitiers,,1877.0,Poitiers
46742,Charles  Poitiers,,,Poitiers
46743,Reginald Augustus Frederick Murray,1846.0,1925.0,Murray
46744,George Earn Murray,1850.0,1902.0,Murray
46745,Henry Alexander Murray,1857.0,1934.0,Murray
46746,Jane Louisa Otway Ford,,1887.0,Ford
46747,Henry Bayles Ford,,,Ford
46748,Virginius Henry Randolph Murray,1872.0,1937.0,Murray
46749,Arthur Charles Murray,1882.0,1964.0,Murray
46750,Edith Louise Murray,,,Murray
46751,Constance Mary Murray,,,Murray
46752,Malcolm Fincastle Murray,1885.0,1935.0,Murray
46753,Ethel  Bates,,1912.0,Bates
46754,Thomas Tompson Bates,,,Bates
46755,Reginald Herbert Earn Murray,1893.0,,Murray
46756,Christina Dunmore Murray,1889.0,,Murray
46757,Katrine Elizabeth Alice Murray,1891.0,,Murray
46758,Phyllis Ethel Shiela Murray,1901.0,,Murray
46759,Susan Maud Richards,,1922.0,Richards
46760,Edward  Richards,,,Richards
46761,Reginald Arthur Murray,1911.0,1981.0,Murray
46762,Kenneth Randolph Murray,1913.0,1995.0,Murray
46763,Alexander Edward Murray,1917.0,,Murray
46764,Lorraine Edith Murray,1914.0,,Murray
46765,Constance Margaret Murray,1922.0,,Murray
46766,Ida Clara Mallinson,,,Mallinson
46767,John  Mallinson,,,Mallinson
46768,Alfred  Dawe,,,Dawe
46769,Margaret Joy Cousins,,,Cousins
46770,P D Cousins,,,Cousins
46771,Malcolm Kenneth Murray,1946.0,,Murray
46772,Geoffrey Charles Murray,1949.0,,Murray
46773,Joy Anne Partridge,,,Partridge
46774,Margaret Irene Bulloch,,,Bulloch
46775,Mary  O'Bryen,1755.0,1831.0,O'Bryen
46776,Thomas  fitzMaurice,1742.0,1793.0,fitzMaurice
46777,John Hamilton fitzMaurice,1778.0,1820.0,fitzMaurice
46778,Anna Maria Blaquire,1780.0,1843.0,Blaquire
46779,William Edward fitzMaurice,1805.0,1889.0,fitzMaurice
46780,George William Hamilton Fitzmaurice,1827.0,1889.0,Fitzmaurice
46781,Henry Warrender Fitzmaurice,1828.0,1875.0,Fitzmaurice
46782,Frederick O'Bryen Fitzmaurice,1830.0,1867.0,Fitzmaurice
46783,Alexander Temple Fitzmaurice,1834.0,1894.0,Fitzmaurice
46784,Isabella Emma Elizabeth Fitzmaurice,,1906.0,Fitzmaurice
46785,Emily Charlotte Fitzmaurice,,1910.0,Fitzmaurice
46786,Maria Louisa Fitzmaurice,,1917.0,Fitzmaurice
46787,Amelia  de Samuel,,1890.0,Samuel
46788,Sarah Jane Roose,,1880.0,Roose
46789,George Bradley Roose,,,Roose
46790,Henry George Hamilton Fitzmaurice,1863.0,1888.0,Fitzmaurice
46791,Edmond Walter Fitzmaurice,1867.0,1951.0,Fitzmaurice
46792,Alexander Edward Fitzmaurice,1874.0,1922.0,Fitzmaurice
46793,Isabella Emily Fitzmaurice,,1928.0,Fitzmaurice
46794,Constance Macdonald Gilchrist,,1946.0,Gilchrist
46795,David  Gilchrist,,,Gilchrist
46796,Mary Constance Hamilton Fitzmaurice,1903.0,1950.0,Fitzmaurice
46797,Mary Anne Taylor Abraham,,1924.0,Abraham
46798,Robert Taylor Spooner Abraham,,,Abraham
46799,Archibald  Macintosh,,,Macintosh
46800,Frederick John Mangles Fitzmaurice,1855.0,1869.0,Fitzmaurice
46801,Douglas Commerell Menzies Fitzmaurice,1861.0,1932.0,Fitzmaurice
46802,Llewellyn Abraham Fitzmaurice,1867.0,1953.0,Fitzmaurice
46803,Esther  Davies,,1933.0,Davies
46804,W G Davies,,,Davies
46805,Douglas Frederick Harold Fitzmaurice,1890.0,1937.0,Fitzmaurice
46806,Archibald Hamilton Fitzmaurice,1894.0,1918.0,Fitzmaurice
46807,Cecil Hamilton Kirkwell Fitzmaurice,1896.0,1916.0,Fitzmaurice
46808,Dothothy Jeanette Dickie,,,Dickie
46809,Robert  Dickie,,,Dickie
46810,Eric Templer Wiggins,,,Wiggins
46811,Douglas Hubert Hamilton Fitzmaurice,1916.0,1942.0,Fitzmaurice
46812,Cecil O'Bryen Fitzmaurice,1919.0,1998.0,Fitzmaurice
46813,Rose Katherine Durke Silley,,,Silley
46814,Joseph William Durke Silley,,,Silley
46815,James  Cecil,,1694.0,Cecil
46816,Robert  Cecil,,1715.0,Cecil
46817,William  Cecil,,,Cecil
46818,Charles  Cecil,,,Cecil
46819,George  Cecil,,,Cecil
46820,Catharine  Cecil,,1688.0,Cecil
46821,Frances  Cecil,,1698.0,Cecil
46822,Mary  Cecil,,1739.0,Cecil
46823,Margaret  Cecil,,1727.0,Cecil
46824,Frances  Bennet,,1713.0,Bennet
46825,Simon  Bennet,,,Bennet
46826,James  Cecil,1713.0,1780.0,Cecil
46827,Anne  Cecil,,1752.0,Cecil
46828,Elizabeth  Keet,,1776.0,Keet
46829,Edward  Keet,,,Keet
46830,John  Keet,,,Keet
46831,Margaret  Tufton,,1775.0,Tufton
46832,Isabella  Tufton,,,Tufton
46833,Edward  Coke,,1707.0,Coke
46834,Carey  Newton,,1707.0,Newton
46835,John  Newton,,,Newton
46836,Thomas  Coke,,1759.0,Coke
46837,Edward  Coke,,1733.0,Coke
46838,Robert  Coke,,1750.0,Coke
46839,Carey  Coke,,1734.0,Coke
46840,Anne  Coke,,,Coke
46841,Philip  Roberts,,,Roberts
46842,Edward  Coke,,1753.0,Coke
46843,Mary  Campbell,,1811.0,Campbell
46844,Lewis  Watson,1709.0,1745.0,Watson
46845,Thomas  Watson,1715.0,1745.0,Watson
46846,Edward  Southwell,1767.0,1832.0,Southwell
46847,Sophia  Southwell,,1795.0,Southwell
46848,Catherine  Southwell,,1801.0,Southwell
46849,Henrietta  Southwell,,,Southwell
46850,Joseph Deane Bourke,,1794.0,Bourke
46851,Elizabeth  Meade,,1807.0,Meade
46852,Richard  Meade,1697.0,1744.0,Meade
46853,John  Bourke,1766.0,1849.0,Bourke
46854,Richard  Bourke,1767.0,1832.0,Bourke
46855,Joseph  Bourke,1771.0,1843.0,Bourke
46856,George Theobald Bourke,1770.0,1847.0,Bourke
46857,Mary Elizabeth Bourke,,1845.0,Bourke
46858,Mary Anne Bourke,,1830.0,Bourke
46859,Theodosia Eleanor Bourke,,1845.0,Bourke
46860,Kein Hayward George Coussmaker,,1801.0,Coussmaker
46861,George  Coussmaker,,1821.0,Coussmaker
46862,Sophia  Coussmaker,,1874.0,Coussmaker
46863,Francis  Russell,1793.0,1832.0,Russell
46864,George  Russell,1795.0,1825.0,Russell
46865,John  Russell,1796.0,1835.0,Russell
46866,William  Russell,1800.0,1884.0,Russell
46867,Edward Southwell Russell,1824.0,1877.0,Russell
46868,Katherine Sraha Georgina Russell,,1912.0,Russell
