id,name,year_birth,year_death,family,title
24893,Juliana Noel,,1750.0,Noel,
24894,Henry Noel,,,Noel,Hon. MP
24895,Anne Courtenay,,,Courtenay,
24896,Kelland Courtenay,,,Courtenay,
24897,John Richard Boyle,1765.0,1768.0,Boyle,Viscount Dungarvon
24898,Edmund Boyle,1767.0,1856.0,Boyle,Earl of Cork & Orrey 8th
24899,Courtenay Boyle,1770.0,1844.0,Boyle,Vice-Adm.Sir
24900,Lucy Isabella Boyle,,1801.0,Boyle,Lady
24901,Carolina Amelia Poyntz,,1851.0,Poyntz,
24902,William Poyntz,,,Poyntz,
24903,Courtenay Edmund WilliamBoyle,1800.0,1859.0,WilliamBoyle,Rear-Adm.
24904,Charles John Boyle,1806.0,1885.0,Boyle,
24905,Cavendish Spencer Boyle,1814.0,1868.0,Boyle,Capt.
24906,Carolina Boyle,,1883.0,Boyle,Hon.
24907,Mary Ogle,,,Ogle,
24908,W Wallace Ogle,,,Ogle,
24909,daughter Boyle,,1851.0,Boyle,
24910,Paul de Mocombe,,,Mocombe,Tribunal Judge
24911,Zacyntha Moore,,1907.0,Moore,
24912,Lorenzo Moore,,,Moore,Gen. Sir
24913,Mordaunt Charles Boyle,1850.0,1885.0,Boyle,Major
24914,Lionel Richard CavendishBoyle,1851.0,1920.0,CavendishBoyle,Lt.Col.
24915,Cecil William Boyle,1853.0,1900.0,Boyle,Capt.
24916,Henry Charles Boyle,1857.0,,Boyle,
24917,William Lewis Boyle,1859.0,1918.0,Boyle,MP
24918,Ernest Charles PatrickBoyle,1860.0,1917.0,PatrickBoyle,Capt.
24919,Audrey Georgiana FlorenceBoyle,,1916.0,FlorenceBoyle,
24920,Alice Pulteney,,1946.0,Pulteney,
24921,John Pulteney,,1849.0,Pulteney,
24922,Richard Courtenay Boyle,1902.0,,Boyle,Cmdr.
24923,Mary Agneta FrancesBoyle,1884.0,,FrancesBoyle,
24924,Alice Leonora ZacynthaBoyle,1886.0,,ZacynthaBoyle,
24925,Audrey Janet Boyle,1888.0,,Boyle,
24926,Guendolen Mabel MacleanGriffith,,,MacleanGriffith,
24927,Edward Hugh Griffith,,,Griffith,Lt.Col.
24928,John Richard Boyle,1938.0,,Boyle,
24929,William Boyle,1944.0,,Boyle,
24930,Belinda Boyle,1940.0,,Boyle,
24931,William Raymond CroftMurray,,1917.0,CroftMurray,Capt.
24932,Denman Murray,,,Murray,Col.
24933,John Francis Eastwood,,,Eastwood,Barrister
24934,John Eastwood,,,Eastwood,
24935,Hedworth George AilwynFellowes,,1917.0,AilwynFellowes,Major
24936,Ailwyn Edward Fellowes,1855.0,1924.0,Fellowes,Baron Ailwyn 1st
24937,Agatha Eleanor AugustaJolliffe,,1938.0,AugustaJolliffe,Hon.
24938,Hedworth Hylton Jolliffe,1829.0,1899.0,Jolliffe,Baron Hylton 2nd
24939,Agnes Mary GeorgianaByng,,1878.0,GeorgianaByng,
24940,Wilfred Valentine Denison,,,Denison,
24941,Henry Denison,,,Denison,Brig.Gen.
24942,Eleanor Margaret Buxton,,1922.0,Buxton,
24943,Charles Buxton,1823.0,1871.0,Buxton,MP
24944,Emily Mary Holland,,1908.0,Holland,
24945,Henry Holland,1788.0,1873.0,Holland,Bt. 1st Dr.
24946,Margaret Emma Caldwell,,1830.0,Caldwell,
24947,James Caldwell,,,Caldwell,
24948,Thomas Fowell Buxton,1786.0,1845.0,Buxton,Bt. 1st
24949,Hannah Gurney,1783.0,1872.0,Gurney,
24950,John Gurney,1749.0,1809.0,Gurney,
24951,Catherine Bell,,1792.0,Bell,
24952,Daniel Bell,,,Bell,
24953,Mary Fowler,,1835.0,Fowler,
24954,Robert Fowler,,,Fowler,
24955,Eliza Paul Kirkbride,,1881.0,Kirkbride,
24956,John Gurney,1781.0,,Gurney,
24957,Joseph John Gurney,1788.0,1847.0,Gurney,
24958,Jane Birkbeck,,1822.0,Birkbeck,
24959,John Birkbeck,,,Birkbeck,Banker
24960,Daniel Gurney,,,Gurney,
24961,Catherine Gurney,1776.0,1850.0,Gurney,
24962,Rachel Gurney,1778.0,1827.0,Gurney,
24963,Elizabeth Gurney,1780.0,1845.0,Gurney,
24964,Richenda Gurney,1782.0,1855.0,Gurney,
24965,Louisa Gurney,1784.0,1836.0,Gurney,
24966,Priscilla Gurney,1785.0,1821.0,Gurney,
24967,Hugo Lionel CharlesBoyle,,,CharlesBoyle,
24968,Dorothea Cecil Boyle,,,Boyle,
24969,Elizabeth Adeline CecilBoyle,,,CecilBoyle,
24970,Rupert Beresford Butler,,,Butler,
24971,A J Butler,,,Butler,Dr.
24972,Geoffrey Ernald WilliamLane,1882.0,,WilliamLane,Col.
24973,Ernald Lane,1836.0,1913.0,Lane,Very Rev.
24974,Evelyn Philips,,1947.0,Philips,
24975,John William Philips,1827.0,1914.0,Philips,JP
24976,Adelaide Louisa Manningham-Buller,,1860.0,Manningham-Buller,
24977,Edward Manningham-Buller,1800.0,1882.0,Manningham-Buller,Bt. 1st
24978,Mary Anne Manningham,,1860.0,Manningham,
24979,Coote Manningham,,,Manningham,Major-Gen.
24980,John Lane,1752.0,1824.0,Lane,Barrister
24981,Sarah Lloyd,,1855.0,Lloyd,
24982,Thomas Lloyd,,,Lloyd,
24983,Thomas Ambler,,,Ambler,
24984,Priscilla Mary Lane,,,Lane,
24985,Rosemary Eleanor JaneLane,,,JaneLane,
24986,Audrey Elizabeth Lane,,,Lane,
24987,Charlotte Mary Norman,,1946.0,Norman,
24988,Charles Loyd Norman,1833.0,1889.0,Norman,JP
24989,Julia Cameron,,1873.0,Cameron,
24990,Charles Hay Cameron,,1880.0,Cameron,
24991,Julia Margaret Pattle,,,Pattle,
24992,James Pattle,,,Pattle,
24993,Charles Cameron,,,Cameron,Governor of Bahamas
24994,Margaret Hay,,1832.0,Hay,Lady
24995,James Boyd Hay,1726.0,1778.0,Hay,Earl of Erroll 15th
24996,Rebecca Lockhart,,1761.0,Lockhart,
24997,Alexander Lockhart,,,Lockhart,Lord Covington
24998,Isabella Carr,,1808.0,Carr,
24999,William Carr,,,Carr,Bt.
25000,Donald Cameron,,,Cameron,High Sheriff of Essex
25001,Mary Guy,,,Guy,
25002,Archibald Cameron,,1753.0,Cameron,Dr.
25003,Jean Cameron,,,Cameron,
25004,Archibald Cameron,,,Cameron,
25005,John Cameron,,1748.0,Cameron,Lord Lochiel
25006,Isabel Campbell,,,Campbell,
25007,Alexander Campbell,,,Campbell,Sir 6th Laird
25008,Charles Norman CavendishBoyle,1890.0,,CavendishBoyle,Captain
25009,Evelyn Vere Boyle,,1939.0,Boyle,
25010,Margaret Constance NevileLubbock,1882.0,,NevileLubbock,
25011,Nevile Lubbock,1839.0,1914.0,Lubbock,Sir
25012,Harriet Charlotte Wood,,1878.0,Wood,
25013,Western Wood,1804.0,1863.0,Wood,MP
25014,Sarah Letitia Morris,,1870.0,Morris,
25015,John Morris,,,Morris,
25016,Matthew Wood,1768.0,1843.0,Wood,Bt. 1st MP Mayor London
25017,Maria Page,,1848.0,Page,
25018,John Page,,,Page,Dr.
25019,Constance Ann Herschel,,1939.0,Herschel,
25020,John Frederick WilliamHerschel,1792.0,1871.0,WilliamHerschel,Bt.1st Astronomer
25021,Margaret Brodie Stewart,1811.0,1884.0,Stewart,
25022,Alexander Stewart,,,Stewart,Rev.
25023,Duncan Stewart,,,Stewart,
25024,Bertram E Hambro,,1915.0,Hambro,
25025,Percival Hambro,,,Hambro,
25026,Henry Alexander Macnaghten,1850.0,1928.0,Macnaghten,Rev.
25027,Louisa Mangles,,1921.0,Mangles,
25028,Ross Donnelly Mangles,,,Mangles,
25029,Elliot Macnaghten,1807.0,1888.0,Macnaghten,
25030,Isabella Law,,1871.0,Law,
25031,John Law,,,Law,
25032,Anne Chester,,1903.0,Chester,
25033,George Chester,,,Chester,
25034,Frances Workman Macnaghten-Workman,1763.0,1843.0,Macnaghten-Workman,Bt.1st
25035,Letitia Dunkin,,,Dunkin,
25036,William Dunkin,,,Dunkin,Judge
25037,Hallam Tennyson,1852.0,1928.0,Tennyson,Baron Tennyson 2nd
25038,Lionel Hallam Tennyson,1889.0,,Tennyson,Baron Tennyson 3rd
25039,Alfred Aubrey Tennyson,1891.0,1918.0,Tennyson,Captain
25040,Harold Courtenay Tennyson,1896.0,1916.0,Tennyson,
25041,Mary Emily Princep,,1931.0,Princep,
25042,Charles Robert Princep,,,Princep,Advocate General Calcutta
25043,Andrew Kinsman Hichens,,,Hichens,
25044,Clarissa Madeline GeorgianaTennant,1896.0,,GeorgianaTennant,
25045,Pamela Adelaide GenevieveWyndham,,1928.0,GenevieveWyndham,
25046,Edward Grey,1862.0,1933.0,Grey,Viscount Grey of Fallodon
25047,Dorothy Widdrington,,1906.0,Widdrington,
25048,Shalcross FitzHerbert Widdrington,,,Widdrington,
25049,George Henry Grey,1835.0,1874.0,Grey,Lt.Col.
25050,Harriet Jane Pearson,,1905.0,Pearson,
25051,George Grey,1799.0,1882.0,Grey,Bt. 2nd
25052,Anna Sophia Ryder,,1893.0,Ryder,
25053,Henry Ryder,1777.0,1836.0,Ryder,Hon. Rt. Rev.
25054,William Adrian VincentBethell,,1941.0,VincentBethell,
25055,William Bethell,1847.0,1926.0,Bethell,JP
25056,Mairi Myrtle Willoughby,,1900.0,Willoughby,
25057,Cecily Violet Cotterell,1898.0,,Cotterell,
25058,John Richard GeersCotterell,1866.0,1937.0,GeersCotterell,Bt. 4th
25059,Roden Powlett GravesOrde,1910.0,,GravesOrde,
25060,Roden Horace PowlettOrde,1867.0,1941.0,PowlettOrde,
25061,Augusta Isobel AmeliaLaw,,,AmeliaLaw,
25062,Thomas Graves Law,1836.0,1904.0,Law,Librarian
25063,William Towry Law,1809.0,1886.0,Law,Hon.
25064,Augusta Champagne Graves,,1844.0,Graves,Hon.
25065,Thomas North Graves,1775.0,1830.0,Graves,Baron Graves 2nd
25066,Mary Paget,,1835.0,Paget,Lady
25067,Matilda Montgomery,,1894.0,Montgomery,
25068,Henry Montgomery,,,Montgomery,Bt.
25069,Edward Law,1750.0,1818.0,Law,Baron Ellenborough 1st
25070,Anne Towry,,1843.0,Towry,
25071,George Philips Towry,,,Towry,Capt.
25072,Wilhelmina Frederica Allen,,1931.0,Allen,
25073,John James Allen,,,Allen,Captain
25074,Henrietta Allen,,,Allen,
25075,James Montgomery Beck,,,Beck,
25076,Harold Christopher Tennyson,1919.0,,Tennyson,
25077,Mark Aubrey Tennyson,1920.0,,Tennyson,
25078,Lionel Tennyson,1925.0,1925.0,Tennyson,
25079,Carroll Elting,,,Elting,
25080,Howard Elting,,,Elting,
25081,Joseph William Donner,,,Donner,
25082,Rose Susan Alexander,,1902.0,Alexander,
25083,C C Alexander,,,Alexander,Lt.Col.
25084,Courtenay Edmund Boyle,1845.0,1901.0,Boyle,
25085,Charles Cavendish Boyle,1849.0,1916.0,Boyle,
25086,Caroline Louisa Boyle,,1883.0,Boyle,
25087,Muriel Sarah Campbell,,1934.0,Campbell,
25088,Louise Judith Sassoon,,,Sassoon,
25089,Reuben David Sassoon,,,Sassoon,
25090,Charlton G Lane,,,Lane,Rev.
25091,George Bridgeman,1765.0,1832.0,Bridgeman,Hon.Rev.
25092,Charlotte Louisa Poyntz,,1840.0,Poyntz,
25093,Mary Monckton,,1840.0,Monckton,
25094,John Monckton,1695.0,1751.0,Monckton,Viscount Galway 1st
25095,Elizabeth Manners,1709.0,1730.0,Manners,
25096,Jane Westenra,,1788.0,Westenra,
25097,Isabella Henrietta Poyntz,,1843.0,Poyntz,
25098,Edmund William Boyle,1798.0,1826.0,Boyle,Viscount Dungarvan
25099,Charles Boyle,1800.0,1834.0,Boyle,Viscount Dungarvan
25100,John Boyle,1803.0,1874.0,Boyle,Hon.
25101,Robert Edward Boyle,1809.0,1854.0,Boyle,Lt.Col.MP
25102,Richard Cavendish Boyle,1812.0,1886.0,Boyle,Rev.
25103,Catherine St.Lawrence,,1879.0,St.Lawrence,
25104,William George Boyle,1830.0,1908.0,Boyle,Lt.Col.MPJP
25105,Edmund John Boyle,1831.0,1901.0,Boyle,Major
25106,Louisa Caroline ElizabethBoyle,,1876.0,ElizabethBoyle,
25107,Mary Emily Boyle,,1916.0,Boyle,
25108,Ida Waldegrave Money,,1930.0,Money,
25109,Archibald Money,,1856.0,Money,Gen.
25110,Laura Annette Waldegrave,,1856.0,Waldegrave,
25111,John James Waldegrave,1785.0,1835.0,Waldegrave,Earl Waldegrave 6th
25112,Anne King,,1852.0,King,
25113,John William King,,,King,
25114,Algernon Hicks,,,Hicks,
25115,Ida Frances Boyle,,1924.0,Boyle,
25116,Arthur Algernon Capell,1803.0,1892.0,Capell,Earl of Essex 6th/26th
25117,Caroline Janetta Beauclerk,1804.0,1862.0,Beauclerk,
25118,William Beauclerk,1766.0,1825.0,Beauclerk,Duke of St.Albans 8th
25119,Charlotte Thelwall,,1797.0,Thelwall,
25120,Robert Carter Thelwall,,,Thelwall,Rev.
25121,Charlotte Nelthorpe,,,Nelthorpe,
25122,John Nelthorpe,,,Nelthorpe,Bt. 5th
25123,Maria Janetta Nelthorpe,,1822.0,Nelthorpe,
25124,John Nelthorpe,,,Nelthorpe,
25125,Louisa Elizabeth Heneage,,1914.0,Heneage,
25126,Charles Fieschi Heneage,,,Heneage,
25127,George Augustus FrederickPaget,1818.0,1880.0,FrederickPaget,Gen. Lord
25128,Charlotte Cadogan,,1853.0,Cadogan,
25129,Charles Sloane Cadogan,1728.0,1807.0,Cadogan,Earl Cadogan 1st
25130,Frances Bromley,,1768.0,Bromley,
25131,Mary Churchill,,,Churchill,
25132,Charles Churchill,,,Churchill,
25133,Henry Wellesley,1773.0,1847.0,Wellesley,Baron Cowley 1st
25134,Agnes Charlotte Paget,,1858.0,Paget,
25135,Augusta Fane,,,Fane,
25136,Jane Huck-Saunders,1780.0,1857.0,Huck-Saunders,
25137,Richard Huck-Saunders,,,Huck-Saunders,Dr.
25138,John Parker,1772.0,1840.0,Parker,Earl of Morley 1st
25139,Frances Talbot,,1857.0,Talbot,
25140,Thomas Talbot,,,Talbot,
25141,Jane Champagne,,1817.0,Champagne,
25142,Arthur Algernon Capell,1864.0,1940.0,Capell,Barrister
25143,Beatrice Mary Capell,1870.0,,Capell,Lady
25144,Isabel Anne Wilson,,1939.0,Wilson,
25145,Townshend Wilson,,,Wilson,Col.
25146,Constance Audrey Capell,1891.0,,Capell,
25147,Rachel Julia Capell,1894.0,,Capell,
25148,Harold Lister Farquhar,1894.0,,Farquhar,Captain
25149,Ernest Farquhar,1853.0,1930.0,Farquhar,
25150,Maria Theresa Lister,,,Lister,
25151,Thomas Villiers Lister,,,Lister,Sir
25152,Harvie Morton Farquhar,1816.0,1887.0,Farquhar,
25153,Louisa Harriet RidleyColbourne,,1870.0,RidleyColbourne,Hon.
25154,Charlotte Steele,,1855.0,Steele,
25155,Thomas Steele,,,Steele,Rt.Hon.
25156,Matthew White Ridley,1745.0,1813.0,Ridley,Bt. 2nd
25157,Sarah Colborne,,1806.0,Colborne,
25158,Benjamin Colborne,,,Colborne,
25159,Sybella Martha Rockcliffe,,1869.0,Rockcliffe,
25160,Morton Rockcliffe,,,Rockcliffe,Rev.
25161,Edmund Banbury,1853.0,1938.0,Banbury,
25162,John Edmund Banbury,1914.0,,Banbury,
25163,Lelia Elizabeth Russell,,,Russell,
25164,Gilbert Russell,,,Russell,
25165,Frederick Banbury,1827.0,1890.0,Banbury,
25166,Cecilia Laura Cox,,1904.0,Cox,
25167,William Cox,,,Cox,
25168,Frederick George Banbury,1850.0,1936.0,Banbury,Baron Banbury 1st
25169,William Edward Hope-Vere,1824.0,1872.0,Hope-Vere,
25170,Charles Hope,1681.0,1742.0,Hope,Earl of Hopetoun 1st
25171,Henrietta Johnston,,1750.0,Johnston,
25172,Charles Hope-Vere,1710.0,,Hope-Vere,
25173,Catherine Weir,,1743.0,Weir,
25174,William Weir,,,Weir,Bt.
25175,William Hope-Vere,1736.0,1811.0,Hope-Vere,
25176,Sophia Corrie,,,Corrie,
25177,Joseph Corrie,,,Corrie,
25178,James Joseph Hope-Vere,1785.0,1843.0,Hope-Vere,
25179,Elizabeth Hay,,1868.0,Hay,
25180,George Hay,1753.0,1804.0,Hay,Marquess of Tweeddale 7
25181,Hannah Charlotte Maitland,,1804.0,Maitland,
25182,James Maitland,1718.0,1789.0,Maitland,Earl of Lauderdale 7th
25183,Mary Lombe,1735.0,1789.0,Lombe,
25184,Thomas Lombe,,,Lombe,London Alderman Sir
25185,David Kennedy,1820.0,1905.0,Kennedy,Lord
25186,Evelyn Mary Kennedy,1874.0,,Kennedy,
25187,Charles Helbert Helbert,,1903.0,Helbert,
25188,Arthur Mulloy Kennard,,1917.0,Kennard,Lt.Col.
25189,Arthur Challis Kennard,,,Kennard,
25190,James Charles Hope-Vere,1858.0,1933.0,Hope-Vere,Lt.Col. JP
25191,Louisa Maud Yarde-Buller,,1882.0,Yarde-Buller,
25192,John Yarde-Buller,1823.0,1867.0,Yarde-Buller,Col.
25193,Charlotte Chandos-Pole,,1895.0,Chandos-Pole,
25194,E S Chandos-Pole,,,Chandos-Pole,
25195,John Yarde-Buller,1799.0,1871.0,Yarde-Buller,Baron Churston 1st
25196,Elizabeth Wilson-Patten,,1857.0,Wilson-Patten,
25197,Thomas Wilson-Patten,,,Wilson-Patten,
25198,Caroline Newman,,1866.0,Newman,
25199,Robert William Newman,,,Newman,Bt.
25200,Reginald James MacartneyGreville-Nugent,1848.0,1878.0,MacartneyGreville-Nugent,Capt.Hon.
25201,Fulke Southwell Greville-Nugent,1821.0,1883.0,Greville-Nugent,Baron Greville 1st
25202,Rosa Emily Mary AnneNugent,,1883.0,AnneNugent,
25203,Marie Elizabeth Fran\x87oiseGuillemin,,1937.0,Fran\x87oiseGuillemin,
25204,Edward James Hope-Vere,1885.0,1924.0,Hope-Vere,Diplomat
25205,Ralph Jean JamesHope-Vere,1887.0,,JamesHope-Vere,
25206,Rachel Magdeleine MaryHope-Vere,1886.0,,MaryHope-Vere,
25207,Esm\x82 Crabbe,,,Crabbe,
25208,H Crabbe,,,Crabbe,Lt.Col.
25209,Adrian Ralph Hope-Vere,1929.0,,Hope-Vere,
25210,Philip Henderson,1881.0,1939.0,Henderson,Major Hon.
25211,Alexander Henderson,1850.0,1934.0,Henderson,Baron Faringdon  1st
25212,Jane Ellen Davis,,1920.0,Davis,
25213,Edward William Davis,,,Davis,
25214,Philip Anthony Henderson,1910.0,1919.0,Henderson,
25215,David Hope Henderson,1912.0,1977.0,Henderson,
25216,Alistair Philip Henderson,1919.0,,Henderson,Lieut.
25217,Ralph Alexander Henderson,1923.0,,Henderson,Diplomat
25218,Alice Reed RawleGeyelin,,,RawleGeyelin,
25219,Anthony Geyelin,,,Geyelin,
25220,Eleanora Anderson Spence,,,Spence,
25221,Philip David HopeHenderson,1947.0,,HopeHenderson,
25222,Mabel Ellis VandervortBarham,,,VandervortBarham,
25223,Alkman Henryson FosterBarham,,,FosterBarham,
25224,Rosemary Marguerite Hope-Vere,1907.0,,Hope-Vere,
25225,John Drury BotelerPacke-Drury-Lowe,1905.0,,BotelerPacke-Drury-Lowe,Major
25226,Patrick John BotelerDrury-Lowe,1931.0,,BotelerDrury-Lowe,
25227,Penelope Mary Packe,,,Packe,
25228,Quintin Holland Gilbey,,,Gilbey,
25229,Alfred Gilbey,1833.0,1879.0,Gilbey,
25230,Agnes Crosbie,,1920.0,Crosbie,
25231,W Crosbie,,,Crosbie,
25232,Roderick Napoleon Brinckman,1902.0,,Brinckman,
25233,Theodore Francis Brinckman,1862.0,1937.0,Brinckman,
25234,Fanny Lucy Radmall,,1936.0,Radmall,
25235,Thomas Radmall,,,Radmall,
25236,George Frederick WilliamByron,1855.0,1917.0,WilliamByron,Baron Byron 9th
25237,Robert Paterson Houston,,1926.0,Houston,Bt. 1st
25238,Mary Frances Linton,,1935.0,Linton,
25239,J H Linton,,,Linton,Capt.
25240,Austin Mackenzie,,,Mackenzie,
25241,EllaVictoria,,,Victoria,
25242,Margaret Wilson Southam,,,Southam,
25243,Wilson Southam,,,Southam,
25244,Theodora Elizabeth Brinckman,1944.0,,Brinckman,
25245,Mary St.Lawrence Hope-Vere,,,Hope-Vere,JP
25246,Everett Millias,,1897.0,Millias,Bt. 2nd
25247,Henry FitzGerald,1761.0,1829.0,FitzGerald,Lord
25248,Cecily Tufton,,,Tufton,
25249,James Tufton,,,Tufton,
25250,Edward Hungerford,,,Hungerford,
25251,Henry Manners,,1618.0,Manners,Lord Ros
25252,Francis Manners,,1619.0,Manners,Lord Ros
25253,Frances Cary,,,Cary,
25254,Edward Cary,1540.0,1618.0,Cary,Sir Master Jewel House
25255,Ralph Baesh,,,Baesh,
25256,Catherine Knevett,,1622.0,Knevett,
25257,Henry Knevett,,,Knevett,Sir
25258,Henry Carey,1576.0,,Carey,Viscount Falkland 1st
25259,Oliver Manners,,,Manners,Sir Kt.
25260,Bridget Manners,,,Manners,
25261,Frances Manners,,,Manners,
25262,Robert Tyrwhitt,,,Tyrwhitt,
25263,William Willoughby,1584.0,1617.0,Willoughby,Lord Willoughby of Parham
25264,Elizabeth Willoughby,,,Willoughby,
25265,Richard of Ranelagh,,,Ranelagh,Earl of Ranelagh
25266,Frances of Ranelagh,,,Ranelagh,
25267,Thomas Coningsby,,,Coningsby,Earl of Coningsby
25268,Frances Coningsby,,,Coningsby,
25269,Charles Hanbury-Williams,1709.0,1757.0,Hanbury-Williams,Sir MP
25270,Charlotte Williams,,1790.0,Williams,
25271,Catherine Coote,,1725.0,Coote,
25272,Chidley Coote,,,Coote,Lt.Col.
25273,Henrietta Boyle,,1746.0,Boyle,
25274,Robert Boyle-Walsingham,1736.0,1779.0,Boyle-Walsingham,MP
25275,Richard Boyle-Walsingham,1762.0,1788.0,Boyle-Walsingham,
25276,Charlotte de Ros,,,Ros,Baroness de Ros
25277,Cecilia de Ros,,1869.0,Ros,
25278,Gerald Edmund Boyle,1840.0,1927.0,Boyle,Col.
25279,Robert Frederick Boyle,1841.0,1883.0,Boyle,
25280,Edmund Montagu Boyle,1845.0,1885.0,Boyle,
25281,Georgiana Olivia Boyle,1843.0,1931.0,Boyle,
25282,Elizabeth Theresa Pepys,,1897.0,Pepys,
25283,Charles Christopher Pepys,1781.0,1851.0,Pepys,Earl of Cottenham 1st
25284,Caroline Elizabeth Wingfield-Baker,,1868.0,Wingfield-Baker,
25285,William Wingfield-Baker,,,Wingfield-Baker,
25286,Charlotte Maria Digby,,1807.0,Digby,
25287,Henry Digby,,1793.0,Digby,Earl Digby 1st
25288,Elizabeth Feilding,,1765.0,Feilding,
25289,Charles Feilding,,,Feilding,
25290,Anne Palmer,,1743.0,Palmer,
25291,Thomas Palmer,,,Palmer,Bt.
25292,Thomas Bridges,,,Bridges,Bt.
25293,Bridget Stanhope,,,Stanhope,
25294,Michael Stanhope,,,Stanhope,Sir
25295,William Feilding,1640.0,1685.0,Feilding,Earl of Desmond 2nd
25296,Mary King,,1669.0,King,
25297,Robert King,,1657.0,King,Sir
25298,William Meredyth,,,Meredyth,Sir
25299,Mary Feilding,,,Feilding,
25300,Mary Carey,,1719.0,Carey,
25301,Henry Carey,,,Carey,Earl of Monmouth
25302,William Johnston,,,Johnston,Marquess of Annandale 1st
25303,Basil Feilding,1668.0,1716.0,Feilding,Earl of Denbigh 4th
25304,Hester Firebrace,,1725.0,Firebrace,
25305,Basil Firebrace,,,Firebrace,Bt.
25306,Henry Firebrace,,,Firebrace,Sir
25307,William Feilding,1697.0,1755.0,Feilding,Earl of Denbigh 5th
25308,Mary Knowler,,1794.0,Knowler,
25309,John Knowler,,,Knowler,
25310,Arthur Gerald Boyle,1865.0,1912.0,Boyle,Major
25311,William Henry DudleyBoyle,1873.0,1967.0,DudleyBoyle,Earl of Cork 12th
25312,Frederick John Boyle,1875.0,,Boyle,Captain
25313,Reginald Courtenay Boyle,1877.0,1946.0,Boyle,
25314,Caroline Elizabeth Boyle,,,Boyle,
25315,Cecilia Georgiana Boyle,,,Boyle,
25316,Theresa Selina Boyle,,,Boyle,
25317,Evelyn Blanche Boyle,,,Boyle,
25318,Elizabeth Evelyn Pulteney,,1926.0,Pulteney,
25319,R J Pulteney,,,Pulteney,Rev
25320,Frances Marion GraceBarnden,,,GraceBarnden,
25321,Francis Barnden,,,Barnden,
25322,Violet Flower,,1974.0,Flower,
25323,Arthur Flower,,1911.0,Flower,
25324,Isabel Margaretta CockayneDuncombe,,1936.0,CockayneDuncombe,
25325,Philip Duncombe Pauncefort-Duncombe,1818.0,,Pauncefort-Duncombe,Bt. 1st
25326,Sophia Caroline Maunsell,,1889.0,Maunsell,
25327,Thomas Philip Maunsell,,,Maunsell,
25328,Philip William Flower,,1872.0,Flower,
25329,Cyril Flower,1843.0,1907.0,Flower,Baron Battersea 1st
25330,Patrick Reginald Boyle,1910.0,1995.0,Boyle,Earl of Cork 13th
25331,John William Boyle,1916.0,,Boyle,Earl of Cork 14th
25332,Elizabeth Theresa Boyle,1920.0,,Boyle,
25333,Mary Leslie Gordon-Finlayson,,,Gordon-Finlayson,
25334,Robert Gordon-Finlayson,,,Gordon-Finlayson,Gen.Sir
25335,John Richard Boyle,1945.0,,Boyle,
25336,Robert William Boyle,1948.0,,Boyle,
25337,Adrian NDodd-Noble,,,NDodd-Noble,
25338,Charles Drummond,1855.0,1932.0,Drummond,
25339,Charles Drummond,1759.0,1823.0,Drummond,Banker
25340,Frances Dorothy Lockwood,,1831.0,Lockwood,
25341,E Lockwood,,,Lockwood,Rev.
25342,Charles Drummond,1790.0,1858.0,Drummond,
25343,Mary Dulcibella Eden,,1862.0,Eden,
25344,William Eden,1744.0,1814.0,Eden,Baron Auckland 1st
25345,Eleanor Elliot,,1818.0,Elliot,
25346,Gilbert Elliot,,1778.0,Elliot,Bt. 3rd MP
25347,Agnes Dalrymple-Murray-Kynynmound,,1778.0,Dalrymple-Murray-Kynynmound,
25348,David Dalrymple,,1721.0,Dalrymple,Bt. 1st of Hailes
25349,Janet Rochead,,,Rochead,
25350,James Rochead,,,Rochead,Sir
25351,Alexander Murray,,,Murray,
25352,Hugh Dalrymple-Murray-Kynynmound,,1741.0,Dalrymple-Murray-Kynynmound,
25353,Robert Drummond,1822.0,1881.0,Drummond,
25354,Augusta Charlotte Fraser,,1911.0,Fraser,
25355,Charles Mackenzie Fraser,,,Fraser,Col.
25356,Matthew Joseph PatrickCorbally,,1930.0,PatrickCorbally,
25357,Matthew Corbally,,,Corbally,
25358,Arthur Stewart Herbert,,,Herbert,
25359,Hermione Houghton,,1927.0,Houghton,
25360,John Campbell ArthurHoughton,,,ArthurHoughton,
25361,Geraldine Lilian Boyle,,,Boyle,
25362,Minna Antoinetta BeatriceElton,,1876.0,BeatriceElton,
25363,Edmund William Elton,1822.0,1859.0,Elton,Painter
25364,Lucy Maria Rice,,1846.0,Rice,
25365,John Morgan Rice,,,Rice,Rev.
25366,Clementina Sandryk,,,Sandryk,
25367,Charles Abraham Elton,1778.0,1853.0,Elton,Bt. 6th
25368,Sarah Smith,,1830.0,Smith,
25369,Joseph Smith,,,Smith,
25370,Richard Robert Quin,1820.0,1870.0,Quin,Rear-Adm.
25371,Selina Catherine LauraMarkham,,1867.0,LauraMarkham,
25372,David Frederick Markham,,,Markham,Rev. Canon of Windsor
25373,Lavinia Jane Quin,1816.0,1888.0,Quin,
25374,Mary Quin,1823.0,1823.0,Quin,
25375,George Quin,1792.0,1888.0,Quin,
25376,Louisa Mary IsabellaRamsden,,1872.0,IsabellaRamsden,
25377,John Ramsden,,1839.0,Ramsden,Bt. 4th MP
25378,Louisa Susan Ingram-Shepherd,1766.0,1857.0,Ingram-Shepherd,
25379,Charles Ingram-Shepherd,,1778.0,Ingram-Shepherd,Viscount Irvine 10th
