id,name,year_birth,year_death,family,title
25380,John Charles Ramsden,1788.0,1836.0,Ramsden,MP
25381,Isabella Dundas,1790.0,1887.0,Dundas,
25382,Richard Watson,1800.0,1852.0,Watson,Hon.Major MP
25383,George Lewis Watson,1841.0,1899.0,Watson,Lieut. JP
25384,Edward Spencer Watson,1843.0,1889.0,Watson,Lieut.
25385,Wentworth Watson,1848.0,1925.0,Watson,Rev.JP
25386,Mary Georgiana Watson,,1920.0,Watson,
25387,Lavinia Grace Watson,,1933.0,Watson,
25388,Laura Maria Culme-Seymour,,1893.0,Culme-Seymour,
25389,John Hobart Culme-Seymour,1800.0,1880.0,Culme-Seymour,Bt. 2nd Rev
25390,Elizabeth Culme,,1841.0,Culme,
25391,Thomas Culme,,,Culme,Rev.
25392,Maria Louisa Smith,,1887.0,Smith,
25393,Charles Smith,1757.0,1814.0,Smith,MP
25394,Augusta Smith,,1845.0,Smith,
25395,Charles Joshua Smith,1800.0,1831.0,Smith,Bt. 2nd
25396,Lewis Thomas Watson,1754.0,1806.0,Watson,Baron Sondes 2nd
25397,Mary Elizabeth Milles,,1818.0,Milles,
25398,Richard Milles,,,Milles,
25399,Henry T Montresor,,,Montresor,Lt.Gen
25400,Mary Blanche Hall,,1910.0,Hall,
25401,George Hall,,1854.0,Hall,Dr.
25402,Mary Isabella Tibbits,,1904.0,Tibbits,Viscountess Hood
25403,Richard John Tibbits,,,Tibbits,
25404,Samuel Hood-Tibbits,1808.0,1846.0,Hood-Tibbits,Viscount Hood 3rd
25405,J Borlase MaunsellTibbits,,1902.0,MaunsellTibbits,Capt.
25406,Henry George Watson,1873.0,1893.0,Watson,
25407,Christabel Sarah LaviniaWatson,,,LaviniaWatson,
25408,Grace Mary Watson,,1946.0,Watson,
25409,Margaret Isabella Watson,,,Watson,
25410,Meriel Georgiana Watson,,1941.0,Watson,
25411,Evelyn Horiatia Watson,,,Watson,
25412,Selina Charlotte Watson,,,Watson,
25413,Cicely Eleanor Watson,,,Watson,
25414,Gwendolen Olivia Watson,,,Watson,
25415,John Thomas Evans,,,Evans,Rev.
25416,Eveleen Frances Stopford,,,Stopford,
25417,Frederick Manners Stopford,1831.0,1912.0,Stopford,Rev.
25418,Florence Augusta Saunders,,1876.0,Saunders,
25419,Charles Alexander Saunders,,,Saunders,
25420,Caroline Louisa Saunders,,1924.0,Saunders,
25421,Augustus Page Saunders,,,Saunders,Very Rev Dean Peterboro
25422,Edward Stopford,1795.0,1840.0,Stopford,Lt.Col.
25423,Horatia Charlotte Lockwood,,1838.0,Lockwood,
25424,Thomas Lockwood,,,Lockwood,
25425,James George Stopford,1765.0,1835.0,Stopford,Earl of Courtown 3rd
25426,Mary Scott,,1823.0,Scott,
25427,Thomas Taylour,1757.0,1829.0,Taylour,Marquess of Headfort 1st
25428,Mary Quin,,1842.0,Quin,
25429,George Quin,,,Quin,
25430,Mary Cavendish,,,Cavendish,
25431,Henry Cavendish,,1776.0,Cavendish,Bt. 1st
25432,Anne Pyne,,,Pyne,
25433,Henry Pyne,,,Pyne,
25434,Richard Pyne,,,Pyne,Lord Chief Justice Irelan
25435,Thomas Ahmuty,,,Ahmuty,
25436,Georgiana Robarts,,1911.0,Robarts,
25437,Abraham Wildey Robarts,,,Robarts,
25438,Edmund Robarts Boyle,1846.0,1908.0,Boyle,Lieut.
25439,Emily Cecilia Boyle,,1924.0,Boyle,
25440,Charlotte Jane Boyle,,1917.0,Boyle,
25441,Cecil Chaplin,1844.0,1909.0,Chaplin,
25442,Henry Chaplin,1789.0,,Chaplin,Rev.
25443,Caroline Horatia Ellice,,,Ellice,
25444,William Ellice,,,Ellice,MP
25445,Alexander Ellice,,,Ellice,
25446,Henry Chaplin,1840.0,1923.0,Chaplin,Viscount Chaplin 1st
25447,Frank Chaplin,1870.0,1947.0,Chaplin,
25448,Vere Chaplin,1874.0,,Chaplin,High Sheriff Rutland
25449,Bertha Cecilia Chaplin,,,Chaplin,
25450,Margaret Fenwick,,,Fenwick,
25451,Mark Fenwick,,,Fenwick,
25452,Richard Mark Chaplin,1919.0,,Chaplin,
25453,Barbara Diana Chaplin,1911.0,1936.0,Chaplin,
25454,Camilla Mary Chaplin,1923.0,,Chaplin,
25455,Robert Boyle,1880.0,1921.0,Boyle,
25456,Eleanor Vere Gordon,,1916.0,Gordon,
25457,Alex Gordon,,,Gordon,
25458,Hamilton Richard Boyle,1848.0,1909.0,Boyle,Lieut.
25459,Charles John Boyle,1849.0,1922.0,Boyle,Major
25460,Algernon Edward RichardBoyle,1854.0,1914.0,RichardBoyle,JP
25461,Isabella Albinia Boyle,,1929.0,Boyle,
25462,Harriet Marcia JaneFitzmaurice,,1933.0,JaneFitzmaurice,
25463,James Terence Fitzmaurice,1835.0,1917.0,Fitzmaurice,Capt.
25464,Frances Rhoda Ouseley,,1907.0,Ouseley,
25465,William Gore Ouseley,,,Ouseley,Sir
25466,Eleanor Palairet,,1913.0,Palairet,
25467,Septimus H Palairet,,,Palairet,Capt.
25468,Henry Hodges,,,Hodges,
25469,Thomas John HamiltonFitzmaurice,1803.0,1877.0,HamiltonFitzmaurice,Earl of Orkney 5th
25470,Charlotte Isabella Irby,1807.0,1883.0,Irby,
25471,George Irby,1777.0,1856.0,Irby,Baron Boston 3rd
25472,Rachel Ives Drake,,1830.0,Drake,
25473,William Drake,,,Drake,
25474,Lilian Kennedy Pochin,,,Pochin,
25475,Charles Norman Pochin,,,Pochin,
25476,Charles Roger CavendishBoyle,1886.0,,CavendishBoyle,Lt.Col.
25477,Richard Frederick Robert PochinBoyle,1888.0,,PochinBoyle,Captain
25478,John Parke Boyle,1893.0,,Boyle,
25479,Edmund Michael Gordon LoeventhorpeBoyle,1895.0,,LoeventhorpeBoyle,Captain
25480,Lilian Joanna VereBoyle,,,VereBoyle,
25481,Marion Eliza HillWallace,1888.0,,HillWallace,
25482,Hill Wallace,,,Wallace,Major-Gen.
25483,Richard Michael CharlesBoyle,1918.0,,CharlesBoyle,
25484,Maida Cecil Evans-Freke,,,Evans-Freke,
25485,Percy Cecil Evans-Freke,1871.0,1915.0,Evans-Freke,Lt.Col.
25486,Eva Kirwan,,1942.0,Kirwan,
25487,Charles Kirwan,,,Kirwan,
25488,_____ Maitland-Kirwan,,,Maitland-Kirwan,
25489,William Charles Evans-Freke,1812.0,1894.0,Evans-Freke,Baron Carbery 8th
25490,Sophia,,1851.0,Sophia,
25491,T Whichcote,,,Whichcote,Bt.
25492,Victoria Cecil,,1932.0,Cecil,
25493,George Hamilton Boyle,1928.0,,Boyle,
25494,Edmund Charles PercyBoyle,1932.0,,PercyBoyle,
25495,Stephen Crispin Boyle,1935.0,,Boyle,
25496,George Loveden William HenryParker,1888.0,1975.0,HenryParker,Earl of Macclesfield 7th
25497,George Roger Alexander ThomasParker,1914.0,1992.0,ThomasParker,Earl of Macclesfield 8th
25498,William Richard Christopher BoyleParker,1917.0,1941.0,BoyleParker,
25499,Jocelyn George DudleyParker,1920.0,,DudleyParker,
25500,Valerie Mansfield,1918.0,1994.0,Mansfield,Hon.
25501,Ralph Sheldon Mansfield,1892.0,,Mansfield,Baron Sandhurst 4th
25502,Morley Victoria Upcher,,,Upcher,
25503,Edward Berners Upcher,,,Upcher,
25504,Richard Timothy George MansfieldParker,1943.0,,MansfieldParker,Earl of Macclesfield 9th
25505,Jonathan David GeoffreyParker,1945.0,,GeoffreyParker,Hon.
25506,Lavender Amy Glyn,1922.0,,Glyn,
25507,Arthur St.Leger Glyn,1870.0,1922.0,Glyn,Major
25508,Amy Frances Hohler,,,Hohler,
25509,Frederick Scott Hohler,1859.0,1920.0,Hohler,JP
25510,Frances Amelia Preston,,1920.0,Preston,
25511,Jacob Henry Preston,1812.0,1891.0,Preston,Bt. 2nd
25512,Amelia Prescott,,1872.0,Prescott,
25513,William Willoughby Prescott,1776.0,1836.0,Prescott,Banker
25514,Harriott Blackmore,,1857.0,Blackmore,
25515,Thomas Blackmore,,,Blackmore,
25516,George William Prescott,,1801.0,Prescott,Bt. 1st
25517,Sarah Long,,1817.0,Long,
25518,Beeston Long,,,Long,
25519,Charles Long,1760.0,1837.0,Long,Baron Farnborough MP
25520,Henry Booth Hohler,1835.0,1916.0,Hohler,
25521,Henrietta Wilhelmina Lawes,,1902.0,Lawes,
25522,Robert Lawes,,1858.0,Lawes,
25523,Elizabeth Gilham Bull,,1870.0,Bull,
25524,Ida Marion Stracey-Clitherow,,1945.0,Stracey-Clitherow,
25525,William James Stracey-Clitherow,1821.0,1912.0,Stracey-Clitherow,Rev.
25526,Maria Diana Bourchier,,,Bourchier,
25527,James Claud Bourchier,,,Bourchier,
25528,Frank William Ramsay,1875.0,,Ramsay,Major-Gen.
25529,William Alexander Ramsay,1848.0,1933.0,Ramsay,Brig.Gen.
25530,Susan Newcombe Michener,,1916.0,Michener,
25531,William Michener,,,Michener,
25532,Francis Ramsay,1815.0,1867.0,Ramsay,Capt.
25533,Georgina Hay Home,,1876.0,Home,
25534,William Foreman Home,,,Home,
25535,Alexander Ramsay,1785.0,1852.0,Ramsay,Bt. 2nd MP
25536,Jane Russell,,1819.0,Russell,
25537,Francis Russell,,,Russell,
25538,Elizabeth Maule,,1852.0,Maule,
25539,William Ramsay Maule,1771.0,1852.0,Maule,Baron Panmure 1st
25540,Patricia Heron Gordon,,1821.0,Gordon,
25541,Gilbert Gordon,,,Gordon,
25542,Elizabeth Barton,,1867.0,Barton,
25543,John William Barton,,,Barton,
25544,Bonamy Mansell Power,,,Power,
25545,George Ramsay,,1787.0,Ramsay,Earl of Dalhousie 8th
25546,Elizabeth Glen,1739.0,1807.0,Glen,
25547,Andrew Glenn,,,Glenn,
25548,_____ Glenn,,,Glenn,
25549,James Glenn,,,Glenn,Governor of Carolina
25550,Sidney Carr Glyn,1835.0,1916.0,Glyn,MP
25551,Fanny Marescaux,,1907.0,Marescaux,
25552,Adolphe Marescaux,,,Marescaux,
25553,George Carr Glyn,1797.0,1873.0,Glyn,Baron Wolverton 1st
25554,Marianne Grenfell,,1892.0,Grenfell,
25555,Pascoe Grenfell,1761.0,1838.0,Grenfell,MP
25556,Charlotte Granville,,1790.0,Granville,
25557,Georgina St.Leger,,1818.0,St.Leger,Hon.
25558,St.Leger Aldworth St.Leger,,1787.0,St.Leger,Viscount Doneraile 1st
25559,Mary Barry,,1778.0,Barry,
25560,Redmond Barry,,,Barry,
25561,Pascoe St.Leger Grenfell,1798.0,1879.0,Grenfell,JP
25562,Catherine Anne Dupr\x82,,1845.0,Dupr\x82,
25563,James Dupr\x82,,,Dupr\x82,MP
25564,Penelope Frances Madan,,1868.0,Madan,
25565,Spencer Madan,,,Madan,Rev.Dr.
25566,Frances Wallace Grenfell,1841.0,1925.0,Grenfell,Baron Grenfell 1st
25567,Michael Fulwar Horne,,,Horne,
25568,Francis Herbert Glyn,,,Glyn,Rev.
25569,Edith Caroline Crossley,,1926.0,Crossley,
25570,William Crossley,,,Crossley,
25571,W S Mercer,,,Mercer,
25572,George Gough Arbuthnot,,1929.0,Arbuthnot,Sir
25573,Cecilia Albinia Arbuthnot,,,Arbuthnot,
25574,Robert Lygon,1879.0,,Lygon,Lt.Col. Hon.
25575,Reginald Arthur Lygon,1904.0,,Lygon,
25576,Agnes Mary LouiseBell,,,LouiseBell,
25577,George Fancourt Bell,,,Bell,Rev. Canon
25578,Margaret Annora MaryLygon,1931.0,,MaryLygon,
25579,Anne Juliet Lygon,1937.0,,Lygon,
25580,Eleanor Barbara MurielLygon,1938.0,,MurielLygon,
25581,Frederick Lygon,1830.0,1891.0,Lygon,Earl of Beauchamp 6th
25582,Mary Catherine Stanhope,1844.0,1876.0,Stanhope,Lady
25583,Philip Henry Stanhope,1805.0,1875.0,Stanhope,Earl of Stanhope 5th
25584,Emily Harriet Kerrison,,1873.0,Kerrison,
25585,Edward Kerrison,,,Kerrison,Bt. 1st
25586,Emily Annora CharlottePierrepont,,1935.0,CharlottePierrepont,
25587,Sydney Herbert Pierrepont,1825.0,1900.0,Pierrepont,Earl Manvers 3rd
25588,Georgine Jane Elizabethde Franquetot,,1910.0,Franquetot,
25589,Augustin Louis Josephde Franquetot,,,Franquetot,Duc de Coigny
25590,Archibald Francis Arbuthnot,1805.0,1879.0,Arbuthnot,
25591,Gertrude Sophia Gough,,1882.0,Gough,
25592,Hugh Gough,1779.0,1869.0,Gough,Viscount Gough 1st
25593,Frances Maria Stephens,,1863.0,Stephens,
25594,William Arbuthnot,1766.0,1829.0,Arbuthnot,Bt. 1st.
25595,Anne Alves,,1846.0,Alves,
25596,John Alves,,,Alves,
25597,Charles Spencer CanningBoyle,1861.0,1925.0,CanningBoyle,Earl of Cork 10th
25598,Robert John LascellesBoyle,1864.0,1934.0,LascellesBoyle,Earl of Cork 11th
25599,Emily Harriet CatherineBoyle,,1931.0,CatherineBoyle,
25600,Honora Janet Boyle,,,Boyle,Lady
25601,Dorothy Blanche Boyle,,1938.0,Boyle,
25602,James Dalison Alexander,,1914.0,Alexander,
25603,Robert Kirkman Hodgson,1850.0,1924.0,Hodgson,JP
25604,Francis Wentworth KirkmanHodgson,1876.0,,KirkmanHodgson,
25605,Michael Reginald KirkmanHodgson,1879.0,1915.0,KirkmanHodgson,Captain
25606,Maurice Kirkman Hodgson,1880.0,1915.0,Hodgson,Captain
25607,Patrick Kirkman Hodgson,1884.0,,Hodgson,Major
25608,Denys Kirkman Hodgson,1887.0,,Hodgson,
25609,Celia Emily Hodgson,,,Hodgson,
25610,Percy Lockhart HarnamNoble,,,HarnamNoble,Admiral Sir
25611,Charles Simon Noble,,,Noble,Col.
25612,Walter Hume Long,1854.0,1924.0,Long,Viscount Long 1st
25613,Walter Long,1879.0,1917.0,Long,Brig.Gen.
25614,Richard Eric OnslowLong,1892.0,1967.0,OnslowLong,Viscount Long 3rd
25615,Victoria Florence de BurghLong,,1920.0,BurghLong,
25616,Doreen Ethel NorahLong,1884.0,1885.0,NorahLong,
25617,Lettice Margaret Long,,,Long,
25618,Sibell Vanden-Bempde-Johnson,1881.0,,Vanden-Bempde-Johnson,
25619,Francis Vanden-Bempde-Johnson,1851.0,1929.0,Vanden-Bempde-Johnson,Baron Derwent 2nd
25620,Ethel Constable,,1891.0,Constable,
25621,Henry Strickland Constable,,,Constable,
25622,Ralph George CambellGlyn,1885.0,,CambellGlyn,Bt. 1st
25623,Mary Emma Campbell,,1947.0,Campbell,
25624,Edward Carr Glyn,1843.0,1928.0,Glyn,Rt.Rev. Bishop Peterboro
25625,Walter Francis DavidLong,1911.0,1944.0,DavidLong,Viscount Long 2nd
25626,George Abraham Gibbs,1873.0,1931.0,Gibbs,Baron Wraxall 1st
25627,George Anthony Gibbs,1911.0,1911.0,Gibbs,
25628,Anthony Eustace LongGibbs,1916.0,1916.0,LongGibbs,
25629,Doreen Albinia de BurghGibbs,1913.0,,BurghGibbs,
25630,Charles Bathurst Norman,,,Norman,
25631,Harry Bathurst Norman,,,Norman,Rev
25632,Ursula Mary Lawley,,,Lawley,Hon.
25633,William George DanielCooper,1877.0,,DanielCooper,Bt. 4th
25634,Charles Eric DanielCooper,1906.0,,DanielCooper,
25635,Sydney Michael Cooper,1909.0,,Cooper,
25636,Joyce Mabel Cooper,1909.0,,Cooper,
25637,Henry Balfour Scott,,,Scott,Lt.Col.
25638,J H Scott,,,Scott,
25639,Alice Estelle Manifold,,,Manifold,
25640,William Manifold,,,Manifold,
25641,Frances Laura Charteris,1915.0,1990.0,Charteris,
25642,Francis Charteris,1844.0,1870.0,Charteris,
25643,Arthur Charteris,1846.0,1847.0,Charteris,
25644,Alfred Walter Charteris,1847.0,1873.0,Charteris,Lieut.
25645,Hugo Richard Charteris,1857.0,1937.0,Charteris,Earl of Wemyss 11th
25646,Mary Constance Wyndham,1862.0,1937.0,Wyndham,
25647,Guy Lawrence Charteris,1886.0,,Charteris,Hon. Capt.
25648,Frances Lucy Tennant,,1925.0,Tennant,
25649,William Humble EricWard,1894.0,1969.0,EricWard,Earl of Dudley 3rd
25650,Rosemary Millicent Leveson-Gower,1893.0,1930.0,Leveson-Gower,Lady
25651,Anne Hay-Mackenzie,1829.0,1888.0,Hay-Mackenzie,Countess of Cromartie
25652,John Hay-Mackenzie,,1849.0,Hay-Mackenzie,
25653,Anne Craig,,1869.0,Craig,
25654,James Gibson Craig,,,Craig,Bt.
25655,George Sutherland-Leveson-Gower,1850.0,1858.0,Sutherland-Leveson-Gower,Earl Gower
25656,Cromartie Sutherland-Leveson-Gower,1851.0,1913.0,Sutherland-Leveson-Gower,Duke of Sutherland 4th
25657,Millicent Fanny St.Clair-Erskine,1867.0,1955.0,St.Clair-Erskine,Lady
25658,Robert Francis St.Clair-Erskine,1833.0,1890.0,St.Clair-Erskine,Earl of Rosslyn 4th
25659,Blanche Adeliza FitzRoy,,1933.0,FitzRoy,
25660,Charles Henry Maynard,,1865.0,Maynard,Hon.
25661,Henry FitzRoy,1806.0,1877.0,FitzRoy,
25662,Charles Henry Fitzroy,1714.0,1715.0,Fitzroy,Earl of Euston
25663,George Fitzroy,1715.0,1747.0,Fitzroy,Earl of Euston
25664,Augustus Fitzroy,1716.0,1741.0,Fitzroy,
25665,Charles Fitzroy,1718.0,1739.0,Fitzroy,
25666,Elizabeth Cosby,,1788.0,Cosby,
25667,William Cosby,,,Cosby,Governor of New York
25668,Alex Cosby,,,Cosby,
25669,James Jeffreys,,,Jeffreys,
25670,Augustus Henry Fitzroy,1735.0,1811.0,Fitzroy,Duke of Grafton 3rd
25671,Charles Fitzroy,1737.0,1797.0,Fitzroy,Baron Southampton 1st MP
25672,Anne Liddell,,1804.0,Liddell,
25673,Henry Liddell,,,Liddell,Lord Ravenscroft
25674,Elizabeth Wrottesley,,1822.0,Wrottesley,
25675,Richard Wrottesley,1721.0,1769.0,Wrottesley,Very Rev. Bt. 7th
25676,Mary Leveson-Gower,1717.0,1778.0,Leveson-Gower,
25677,John Leveson-Gower,1694.0,1754.0,Leveson-Gower,Earl Gower 1st
25678,Evelyn Pierrepoint,,1727.0,Pierrepoint,Lady
25679,Penelope Stonhouse,,1734.0,Stonhouse,
25680,John Stonhouse,,,Stonhouse,Bt. 7th
25681,Henry Atkins,,,Atkins,Bt.
25682,Mary Tufton,1701.0,1785.0,Tufton,
25683,Anthony Grey,1695.0,1723.0,Grey,Earl of Harold
25684,Caroline Pigot,,1835.0,Pigot,
25685,Hugh Pigot,,,Pigot,Admiral
25686,Jane Elizabeth Beauclerk,1807.0,1892.0,Beauclerk,
25687,John Werden,,,Werden,Bt.
25688,Sidney Beauclerk,1703.0,1744.0,Beauclerk,Vice-Chamberlain MP
25689,Mary Norris,,,Norris,
25690,Thomas Norris,,,Norris,
25691,Topham Beauclerk,1739.0,1780.0,Beauclerk,
25692,Diana Spencer,,1808.0,Spencer,Lady
25693,Elizabeth Trevor,,1761.0,Trevor,
25694,Thomas Trevor,,,Trevor,Lord Trevor
25695,Frederick St.John,1734.0,1787.0,St.John,Viscount Bolingbroke 2nd
25696,Charles George Beauclerk,1774.0,1846.0,Beauclerk,
25697,Emily Charlotte Ogilvie,,1832.0,Ogilvie,
25698,William Ogilvie,,,Ogilvie,
25699,Percy Desmond Fitzgerald,,1933.0,Fitzgerald,Brig.Gen.
25700,George Ernest Hawes,,1946.0,Hawes,Lt.Col.
25701,Antoinette Sara Frances SibellLong,1934.0,,SibellLong,Hon.
25702,Gwendolyn Hague Cook,,1959.0,Cook,
25703,Thomas Reginald HagueCook,,,HagueCook,
25704,Walter Reginald BasilLong,1918.0,1941.0,BasilLong,Lieut.
25705,Richard Gerard Long,1929.0,,Long,Viscount Long 4th
25706,John Hume Long,1930.0,,Long,
25707,Noreen Long,1921.0,,Long,
25708,John Cairns Bartholemew,,,Bartholemew,Major
25709,John Bartholomew,,,Bartholomew,
25710,Rosalie de Villiers,,1930.0,Villiers,
25711,William Waterman de Villiers,,,Villiers,
25712,_____ Gray,,,Gray,
25713,Josephine Catherine Hale,,,Hale,
25714,Joseph P Hale,,,Hale,
25715,Florence Cecilia Keppel,1871.0,1963.0,Keppel,
25716,Cassius Taylor,1996.0,,Taylor,
25717,Spencer Compton Cavendish,1833.0,1908.0,Cavendish,Duke of Devonshire 8th
25718,Frederick Charles Cavendish,1836.0,1882.0,Cavendish,MP
25719,Louisa Caroline Cavendish,,1907.0,Cavendish,
25720,Lucy Caroline Lyttelton,,1925.0,Lyttelton,
25721,George William Lyttelton,1817.0,1876.0,Lyttelton,Baron Lyttelton 4th
25722,Mary Glynne,,1857.0,Glynne,
25723,Stephen Glynne,,,Glynne,Bt.
25724,Mary Neville,,1857.0,Neville,
25725,Richard Aldworth Neville,1750.0,1825.0,Neville,Lord Braybrooke 2nd
25726,Catherine Grenville,,1796.0,Grenville,
25727,George Grenville-Nugent-Temple,1753.0,1811.0,Grenville-Nugent-Temple,Marquess of Buckingham 1
25728,Charles George Lyttelton,1842.0,1922.0,Lyttelton,Viscount Cobham 8th
25729,Victor Christian WilliamCavendish,1868.0,1938.0,WilliamCavendish,Duke of Devonshire 9th
25730,John Spencer Cavendish,1875.0,1914.0,Cavendish,Major
25731,John Edward ComptonCavendish,1907.0,1908.0,ComptonCavendish,
25732,Richard Edward OsborneCavendish,1917.0,1972.0,OsborneCavendish,Capt. JP
25733,Alix Cavendish,1901.0,1925.0,Cavendish,
25734,Mary Katherine Cavendish,1903.0,1994.0,Cavendish,
25735,Diana Cavendish,1909.0,,Cavendish,
25736,Sybil Moyra Cavendish,1915.0,,Cavendish,
25737,Pamela Thomas,,,Thomas,
25738,Hugh Lloyd Thomas,,,Thomas,
25739,Richard Hugh Cavendish,1941.0,,Cavendish,High Sheriff Cumbria
25740,Georgiana Elizabeth Cavendish,1939.0,,Cavendish,
25741,Harriet Moyra AlineCavendish,1944.0,,AlineCavendish,
25742,David Alexander RobertLindsay,1900.0,1975.0,RobertLindsay,Earl of Crawford 28th
25743,Robert Alexander Lindsay,1927.0,,Lindsay,Earl of Crawford 29th
25744,Patrick Lindsay,1928.0,,Lindsay,
25745,Thomas Richard Lindsay,1937.0,,Lindsay,
25746,Robert John GrahamBoothby,,,GrahamBoothby,MP Lord
25747,Robert Tuite Boothby,,,Boothby,Sir
25748,Ian Campbell-Gray,1901.0,1946.0,Campbell-Gray,Lt.Col.Hon.
25749,Henry Tufnell Gray-Campbell,,1945.0,Gray-Campbell,
25750,Ethel Eveleen Gray,1866.0,1946.0,Gray,Baroness Gray
25751,John Thomas Campbell,,,Campbell,Major
25752,Anne Katherine Lindsay-Bethune,,1903.0,Lindsay-Bethune,
25753,Henry Lindsay-Bethune,1787.0,1851.0,Lindsay-Bethune,Earl of Lindsay 9th
25754,Coutts Trotter,,1877.0,Trotter,
25755,John Trotter,,,Trotter,
25756,Laurence Gregson FellDykes,,,FellDykes,Rev.
25757,E H Dykes,,,Dykes,Rev.
25758,Francis Egerton,1824.0,1895.0,Egerton,AdmiralHon.MP
25759,William Francis Egerton,1868.0,,Egerton,Capt.
25760,Frederick Greville Egerton,1869.0,1899.0,Egerton,Cmdr.
25761,Blanche Harriet Egerton,1871.0,1943.0,Egerton,
25762,Dorothy Charlotte Egerton,1874.0,,Egerton,JP
25763,Christian Mary Egerton,1876.0,,Egerton,
25764,Alice Susan GodolphinOsborne,1869.0,,GodolphinOsborne,
25765,George Godolphin Osborne,1828.0,1895.0,Osborne,Duke of Leeds 9th
25766,Fanny Georgiana Rivers,,1869.0,Rivers,
25767,Francis Egerton,1896.0,1935.0,Egerton,Capt.
25768,John Humphrey AllisonSeed,,,AllisonSeed,
25769,B S Seed,,,Seed,
25770,Anthony Francis Egerton,1921.0,,Egerton,Lieut.
25771,Michael Egerton,1924.0,,Egerton,
25772,David William Egerton,1930.0,,Egerton,
25773,Pauline Clodagh Leadam,,,Leadam,
25774,Trevor Leadam,,,Leadam,
25775,Son Egerton,1947.0,1947.0,Egerton,
25776,Francis Charles GranvilleEgerton,1847.0,1914.0,GranvilleEgerton,Earl of Ellesmere 3rd
25777,Harriet Catherine Greville,,1866.0,Greville,
25778,Algernon Fulke Egerton,1825.0,1891.0,Egerton,MP
25779,William Drogo Montagu,1823.0,1890.0,Montagu,Duke of Manchester 7th
25780,Louise Fredericke Augusted'Alten,1832.0,1911.0,Augusted'Alten,Countess von Alten
25781,Evelyn Emily MaryFitzmaurice,1870.0,1960.0,MaryFitzmaurice,Lady
25782,Henry Charles KeithPetty-Fitzmaurice,1845.0,1927.0,KeithPetty-Fitzmaurice,Marquess of Lansdown 5th
25783,Maud Evelyn Hamilton,1850.0,1932.0,Hamilton,
25784,William Thomas Petty-Fitzmaurice,1811.0,1836.0,Petty-Fitzmaurice,Earl of Kerry MP
25785,Henry Petty-Fitzmaurice,1816.0,1866.0,Petty-Fitzmaurice,Marquess of Lansdown 4th
25786,Georgiana Herbert,,1841.0,Herbert,
25787,George Augustus Herbert,1759.0,1827.0,Herbert,Earl of Pembroke 11th
25788,Elizabeth Beauclerk,,1793.0,Beauclerk,
25789,Catherine Woronzow,1783.0,1856.0,Woronzow,
25790,Simon Woronzow,,,Woronzow,Count Woronzow
25791,Emily Jane Mercy Elphinstonede Flahault,1819.0,1895.0,Flahault,Baroness Nairn
25792,Augusta Charles Josephde Flahault,,1870.0,Flahault,Comte de Flahault
25793,Margaret Keith,1788.0,1867.0,Keith,Baroness Nairn
25794,George Keith,,,Keith,Viscount Keith
25795,Jane Murray,,1789.0,Murray,
25796,Charles Arthur FrancisCavendish,1905.0,1944.0,FrancisCavendish,Lieut.
25797,Maud Louisa EmmaCavendish,1896.0,,EmmaCavendish,JP
25798,Blanche Katherine Cavendish,1898.0,,Cavendish,Lady
25799,Dorothy Evelyn Cavendish,1900.0,1966.0,Cavendish,Lady
25800,Rachel Cavendish,1902.0,1971.0,Cavendish,
25801,Anne Cavendish,1909.0,,Cavendish,
25802,Adele Astaire,,,Astaire,
25803,Frederick E Astaire,,,Astaire,
25804,daughter Cavendish,1933.0,1933.0,Cavendish,
25805,KIngmann Douglass,,,Douglass,
25806,Angus Alexander Mackintosh,1885.0,1918.0,Mackintosh,Captain
25807,Alfred Donald Mackintosh,1851.0,1938.0,Mackintosh,
25808,Harriet Diana Arabella MaryRichards,,1941.0,MaryRichards,
25809,Edward Priest Richards,,,Richards,
25810,George Evan MichaelBaillie,,,MichaelBaillie,
25811,Anne Peace ArabellaMackintosh,1918.0,,ArabellaMackintosh,
25812,Antony Warre,1912.0,,Warre,Major
25813,Angus Warre,1943.0,,Warre,
25814,Jonathan James Warre,1944.0,,Warre,
25815,George Dominic MackintoshWarre,1949.0,,MackintoshWarre,
25816,John Henry SeymourWarre,1877.0,1951.0,SeymourWarre,
25817,Marie Christian Scott,,,Scott,
25818,Charles Stewart Scott,,,Scott,Rt.Hon.Sir
25819,George Acheson Warre,1842.0,1913.0,Warre,
25820,Evelyn Mary Seymour,,1917.0,Seymour,
25821,Bartholomew Seymour,,,Seymour,
25822,James Baillie,,,Baillie,Col.
25823,Ivan Murray Cobbold,,1944.0,Cobbold,Lt.Col.
25824,John Dupuis Cobbold,1861.0,1929.0,Cobbold,
25825,Evelyn Murray,,,Murray,
25826,Charles Adolphus Murray,1841.0,1907.0,Murray,Earl of Dunmore 7th
25827,Gertrude Coke,1847.0,1943.0,Coke,
